rms,mean,kurtosis,SD,skewness,rms2,mean2,kurtosis2,SD2,skewness2,Class
67.2755527662167,58,-1.02828785019596,36.4417343165772,-0.564491947917308,8.20216756511452,4.75,0.723204371026228,4.77343841331532,1.26897268157079,0
71.0923694920911,66.125,0.150601050450962,27.9102515728028,-0.847333242652621,8.43162911257908,3.375,-1.05979697526557,2.38671920665766,0.131636170287427,0
68.04502186053,62.125,-0.747352416257282,29.6765299280665,-0.414096606402017,8.24894065080662,4.5,0.154259607632357,4.17475405605785,1.00750331750476,0
67.5795827154918,61.5,-0.855148634658304,29.9475732381965,-0.347715212814664,8.22068018569582,4.25,-0.0828692419765526,4.39967531269557,0.907822802171472,0
65.6201188660917,60,-0.669360760458715,28.4052309065979,-0.396811936096195,8.10062459728209,5.125,-1.17377622736016,5.38350655773195,0.619500382176469,0
55.505630345038,47.625,-1.12633632393084,30.476864761886,-0.422564340396541,7.45021008730881,6.125,-1.28821785763338,5.02671434864337,0.303791319426549,0
52.961070608514,44.625,-1.24452585985322,30.4909237080714,-0.124910051471378,7.27743571654975,6.5,-1.16678763245754,4.86973158544552,0.126956252518196,0
44.3269105623209,34.625,-1.20051372136622,29.587340439548,0.229939973805175,6.65784578991741,7.5,-0.703497438182223,4.37525509460387,-0.240692039627348,0
48.4187463695623,40.375,-1.04405679939239,28.5704017672636,-0.238300718539469,6.95835802251956,6.75,-1.28468580268426,4.94974746830583,-0.0217239055707094,0
48.251942966061,40.25,-1.02913684490525,28.4492028509964,-0.238850318238087,6.94636185107434,6.25,-1.5080156771665,5.444525428617,0.00780677729698117,0
50.082432049572,42.25,-1.00565222251627,28.7489130229301,-0.441440156743773,7.07689423755732,5.125,-1.1109245884986,4.73399559417986,0.331311993868183,0
50.3264344057872,42.5,-1.00648502824685,28.8146787989336,-0.464492941456044,7.09411265809806,5.625,-0.821821900639265,4.30738568374965,0.320149244688914,0
57.0328852505289,46.25,-0.367544710497976,35.6761224670747,0.305837050360825,7.5520120001579,4.25,-1.25308899069832,3.24037034920393,0.191889010751071,0
57.0328852505289,46.25,-0.367544710497976,35.6761224670747,0.305837050360825,7.5520120001579,9,2.74270853446978,15.2221642913971,2.11260030927674,0
56.9594153762133,46.125,-0.377027957295991,35.7268906327673,0.314122084608801,7.54714617429749,9.625,2.4371765902609,15.1839906292309,1.99800441758904,0
60.1830540933243,52.75,0.445636461190708,30.9734909698139,0.22928043026115,7.75777378461916,9.125,2.5943473378463,15.2731089547236,2.06403850206525,0
75.3657747256671,63.25,-0.483356820397864,43.8104684163174,0.501804461855004,8.68134636595425,9.875,2.60283594288605,14.9612594962552,2.05891157115592,0
74.953318805774,62.75,-0.460996101166118,43.8235096723209,0.53788685185316,8.65755847833406,14.625,-0.53928104462531,17.2373141759382,1.12903495727601,0
77.8901470020439,66.125,-0.636416937875022,44.0046669602863,0.295604923229081,8.82553947371173,15.75,-0.589326434944003,16.7310660577433,1.05760685385605,0
87.7923686888559,75.5,-1.11091554542111,47.8957200593122,-0.118175898717035,9.36975819799294,15.75,-0.589326434944003,16.7310660577433,1.05760685385605,0
80.1280225638946,67.25,-0.874185660622933,46.5732909355934,0.335844212800681,8.95142572799968,16.5,-0.535070282124215,16.1510724986653,1.10399396038026,0
83.7593278387548,75.875,-0.847639945634027,37.9263854629691,0.729635648705014,9.15201222894478,12,2.31549186145006,10.9283379993744,1.93352932690135,0
83.9136460892983,76.25,-0.84120870121602,37.4537810412475,0.770298149024155,9.16043918648545,11.5,2.42362299704957,11.0711981542843,1.99064029675156,0
86.5072251317773,79.5,-0.890347429464266,36.4613298088341,0.578762149333356,9.30092603624915,11.375,2.36004618645701,11.1603571371427,1.96305633880895,0
77.756028705175,73.25,-0.340739280592387,27.8862485311821,0.474857279512927,8.81793789415502,10.5,1.93707588685837,11.8079876112982,1.76683847835231,0
77.9519082511775,73.5,-0.314010169912353,27.7591683695933,0.458967012800771,8.82903778739096,5.75,-1.09499893737207,4.62137889132052,0.124173306462316,0
72.7847854980696,65.125,-0.584360056328789,34.7457602757928,0.216960041178574,8.53139997292763,4.875,-1.12258362360438,3.60307408432617,-0.18579684079322,0
58.0140069293615,51.125,-1.34693076175831,29.3132710072223,-0.134049810226499,7.61669265031493,6.5,-0.270318930041152,5.55492059863531,0.569331515450881,0
60.4731345309634,53.75,-1.30989967971795,29.6250376732732,-0.394205789964377,7.77644742353238,5.625,-0.2319379004139,5.82942045636982,0.847289516534966,0
72.6154253585283,61.75,-0.754910532773908,40.8472765310002,0.31970292174792,8.52146849777246,4.375,0.773284100194151,5.82942045636982,1.34526996257488,0
74.2773518644816,64.375,-0.571616772848144,39.6121824695383,0.1793531505263,8.61843093982203,3.625,1.61563468804545,5.82942045636982,1.71691226352368,0
76.4787552199956,66.25,-0.827618484039197,40.8472765310002,0.0768161607553641,8.74521327470037,3.375,1.8615029051793,5.85387539522812,1.8292389884132,0
69.7208720542134,56.75,-0.82370035721427,43.2987957602254,0.487490288062115,8.34990251764734,4.125,1.24636653066226,5.74300817143271,1.56126314000743,0
