ID,Time,Sensorvalue,Voltage
186,101919,14.0,0.0684262
187,101920,20.0,0.09775171
188,101920,30.0,0.14662756
189,101920,19.0,0.092864126
190,101920,10.0,0.048875853
191,101920,40.0,0.19550341
192,101920,25.0,0.12218964
193,101920,9.0,0.04398827
194,101920,23.0,0.112414464
195,101920,13.0,0.06353861
196,101920,9.0,0.04398827
197,101921,18.0,0.08797654
198,101921,6.0,0.029325513
199,101921,0.0,0.0
200,101921,0.0,0.0
201,101921,9.0,0.04398827
202,101921,17.0,0.08308896
203,101921,4.0,0.019550342
204,101921,10.0,0.048875853
205,101921,18.0,0.08797654
206,101921,21.0,0.102639295
207,101922,5.0,0.024437927
208,101922,12.0,0.058651026
209,101922,49.0,0.23949169
210,101922,6.0,0.029325513
211,101922,6.0,0.029325513
212,101922,13.0,0.06353861
213,101922,0.0,0.0
214,101922,3.0,0.014662757
215,101922,15.0,0.07331378
216,101922,19.0,0.092864126
217,101923,6.0,0.029325513
218,101923,5.0,0.024437927
219,101923,24.0,0.11730205
220,101923,8.0,0.039100684
221,101923,1.0,0.0048875855
222,101923,9.0,0.04398827
223,101923,4.0,0.019550342
224,101923,9.0,0.04398827
225,101923,13.0,0.06353861
226,101923,16.0,0.07820137
227,101924,19.0,0.092864126
228,101924,2.0,0.009775171
229,101924,2.0,0.009775171
230,101924,24.0,0.11730205
231,101924,5.0,0.024437927
232,101924,21.0,0.102639295
233,101924,63.0,0.3079179
234,101924,82.0,0.40078202
235,101924,15.0,0.07331378
236,101924,70.0,0.342131
237,101925,24.0,0.11730205
238,101925,136.0,0.66471165
239,101925,11.0,0.05376344
240,101925,19.0,0.092864126
241,101925,10.0,0.048875853
242,101925,4.0,0.019550342
243,101925,5.0,0.024437927
244,101925,3.0,0.014662757
245,101925,53.0,0.25904202
246,101925,35.0,0.1710655
247,101926,20.0,0.09775171
248,101926,9.0,0.04398827
249,101926,13.0,0.06353861
250,101926,16.0,0.07820137
251,101926,6.0,0.029325513
252,101926,7.0,0.0342131
253,101926,10.0,0.048875853
254,101926,20.0,0.09775171
255,101926,2.0,0.009775171
256,101926,42.0,0.20527859
257,101927,2.0,0.009775171
258,101927,1.0,0.0048875855
259,101927,19.0,0.092864126
260,101927,5.0,0.024437927
261,101927,11.0,0.05376344
262,101927,9.0,0.04398827
263,101927,8.0,0.039100684
264,101927,1.0,0.0048875855
265,101927,16.0,0.07820137
266,101927,12.0,0.058651026
267,101928,12.0,0.058651026
268,101928,9.0,0.04398827
269,101928,7.0,0.0342131
270,101928,0.0,0.0
271,101928,8.0,0.039100684
272,101928,0.0,0.0
273,101928,8.0,0.039100684
274,101928,2.0,0.009775171
275,101928,18.0,0.08797654
276,101928,5.0,0.024437927
277,101929,7.0,0.0342131
278,101929,21.0,0.102639295
279,101929,7.0,0.0342131
280,101929,9.0,0.04398827
281,101929,42.0,0.20527859
282,101929,6.0,0.029325513
283,101929,3.0,0.014662757
284,101929,0.0,0.0
285,101929,16.0,0.07820137
286,101930,39.0,0.19061583
287,101930,2.0,0.009775171
288,101930,11.0,0.05376344
289,101930,14.0,0.0684262
290,101930,0.0,0.0
291,101930,2.0,0.009775171
292,101930,12.0,0.058651026
293,101930,0.0,0.0
294,101930,12.0,0.058651026
295,101930,8.0,0.039100684
296,101931,12.0,0.058651026
297,101931,22.0,0.10752688
298,101931,10.0,0.048875853
299,101931,2.0,0.009775171
300,101931,12.0,0.058651026
301,101931,11.0,0.05376344
302,101931,0.0,0.0
303,101931,0.0,0.0
304,101931,3.0,0.014662757
305,101931,1.0,0.0048875855
